# Segments csv created Sun Mar  5 10:54:31 2017
# num_ytids=22160, num_segs=22160, num_unique_labels=527, num_positive_labels=52882
index,YTID,start_seconds,end_seconds,positive_labels,private,unavailable,views,likes,rating,comments
18984,pYExP70_46M,70.0,80.0,"/m/04rlf,/m/0dls3",False,True,0,0,0.0,0
18985,pYJtF1I3PRs,15.0,25.0,"/m/0316dw,/m/09x0r",False,False,186925,185,0.0,0
18986,pYaegEQ_wtI,190.0,200.0,"/m/01kcd,/m/07gql",False,False,287234,0,0.0,0
18987,pYj4RPPMJE4,210.0,220.0,"/m/015lz1,/m/015vgc,/m/04rlf",False,False,120688,239,0.0,17
18988,pYq4moB0Qd4,50.0,60.0,"/m/07pws3f,/m/09x0r",False,True,0,0,0.0,0
18989,pZD66AVzQRY,270.0,280.0,"/m/025td0t,/m/04rlf",False,False,1797132,5785,0.0,500
18990,pZF-hff52ts,60.0,70.0,"/m/032s66,/m/04zjc",False,False,353251,1214,0.0,130
18991,pZJkl3yfi10,420.0,430.0,"/m/07k1x,/m/08j51y,/m/09x0r",False,False,10165,0,0.0,0
18992,pZKVYuLH05I,260.0,270.0,"/m/011k_j,/m/04rlf",False,False,101221,1899,0.0,430
18993,pZMcN1Kgd_Q,50.0,60.0,"/m/04rlf,/m/09x0r,/m/0dq0md",False,True,0,0,0.0,0
18994,pZQls9pNmKI,180.0,190.0,"/m/05rj2,/m/09x0r",False,False,24324,59,0.0,5
18995,pZTVjiyoirg,12.0,22.0,/m/04gxbd,False,False,8007,12,0.0,7
18996,pZbmULWeQKM,30.0,40.0,"/m/03vt0,/m/09f96,/m/0h2mp",False,False,22869,456,0.0,31
18997,pZc88RfF6Tg,360.0,370.0,"/m/09x0r,/m/0dl9sf8,/t/dd00125",False,False,11846,18,0.0,0
18998,pZebkKZrRXc,30.0,40.0,/m/03w41f,False,False,30355,60,0.0,17
18999,pZlGW5CCZaU,260.0,270.0,/m/0fx9l,False,True,0,0,0.0,0
19000,pZnRKnijI9E,20.0,30.0,/m/07n_g,False,False,8962,80,0.0,16
19001,p_-lKpxLK3g,30.0,40.0,"/m/01kcd,/m/0319l",False,False,54334,173,0.0,16
19002,p_f9eTjcNW4,460.0,470.0,"/m/015p6,/m/020bb7,/m/07pggtn",False,False,8473134,27520,0.0,0
19003,p_gPhvqCLyw,10.0,20.0,/m/07qfgpx,False,False,118209,536,0.0,10
19004,p_m-yxNgb-Y,370.0,380.0,"/m/0130jx,/m/02jz0l,/m/0838f",False,False,133446,517,0.0,230
19005,pa0HDoJpPZc,130.0,140.0,"/m/015lz1,/m/04rlf,/m/07rwj3x",False,False,77140,496,0.0,0
19006,paBYh4Sgs64,140.0,150.0,"/m/014zdl,/m/04rlf,/m/09x0r",False,False,303289,856,0.0,100
19007,paIkNAu-2C8,30.0,40.0,"/m/04rlf,/m/07qv_x_,/m/09x0r",False,False,30700,163,0.0,0
19008,paXPFX6lGzM,40.0,50.0,"/m/03q5_w,/m/07ppn3j,/m/09x0r",False,False,10969,94,0.0,9
19009,paeNnR33i5Q,300.0,310.0,"/m/03lty,/m/06by7,/m/0dl5d",False,False,6369471,45269,0.0,5600
19010,pahr2RA37ik,10.0,20.0,/m/07ryjzk,False,False,6652,5,0.0,1
19011,paxyOsXqDNo,190.0,200.0,/m/027m70_,False,False,78685,443,0.0,27
19012,pbDO1W3OFFM,70.0,80.0,/m/01hsr_,False,False,88926,256,0.0,21
19013,pbKgvnn-tNg,30.0,40.0,"/m/04s8yn,/m/07r5c2p,/m/0jbk",False,True,0,0,0.0,0
19014,pbLD2Ljn-is,30.0,40.0,/m/01jg1z,False,True,0,0,0.0,0
19015,pbMu_ZS5sMg,4.0,14.0,"/m/07pyf11,/m/0c1dj",False,True,0,0,0.0,0
19016,pbVYSktQ5jE,30.0,40.0,"/m/025td0t,/m/04rlf,/m/05r6t,/m/064t9,/m/06rqw,/t/dd00031",False,False,79921,121,0.0,21
19017,pbWV4YRRo8Q,30.0,40.0,/m/07pczhz,False,False,4531,4,0.0,3
19018,pbeil77y4jI,60.0,70.0,/m/081rb,False,True,0,0,0.0,0
19019,pc-JUIGSZds,130.0,140.0,"/m/03fwl,/m/0ch8v,/m/0jbk",False,False,118615,338,0.0,89
19020,pcOPueObfWs,130.0,140.0,"/m/02fsn,/m/0d8_n,/m/0l14_3",False,False,93691,981,0.0,166
19021,pcO_jATN1zc,10.0,20.0,"/m/07p7b8y,/m/0838f",False,False,80164,28,0.0,21
19022,pcRhhSdpbqg,30.0,40.0,"/m/01y3hg,/m/09x0r,/m/0c3f7m",False,False,70384,258,0.0,77
19023,pcWg-laPJac,30.0,40.0,/m/027m70_,False,False,79503,0,0.0,0
19024,pcYrTCGKyrU,30.0,40.0,"/m/09x0r,/m/0brhx",False,False,2133933,52303,0.0,1600
19025,pcbsRJ5xgNA,160.0,170.0,"/m/07hvw1,/m/09x0r",False,False,19329,500,0.0,28
19026,pd1CH9ukqEw,130.0,140.0,"/m/025rv6n,/m/07qn5dc,/m/07st89h,/m/09b5t",False,False,136074,639,0.0,34
19027,pdIAN6lMXSU,230.0,240.0,"/m/0145m,/m/026z9,/m/04rlf",False,False,1100398,3679,0.0,294
19028,pdOskdFwRPg,40.0,50.0,"/m/0239kh,/m/026t6,/m/02hnl,/m/03t3fj,/m/06rvn,/m/0bm02,/m/0l14md",False,False,10788,68,0.0,5
19029,pe78YyFACLA,90.0,100.0,"/m/01j3sz,/m/09x0r,/t/dd00001",False,False,62382,64,0.0,0
19030,peAe7ArKtd0,90.0,100.0,"/m/026t6,/m/02hnl,/m/0342h,/m/04rlf,/m/04szw,/m/07s8j8t",False,False,102975,243,0.0,69
19031,peLHVzYFh9w,30.0,40.0,"/m/04rlf,/m/07qcpgn,/m/09x0r",False,False,800683,8884,0.0,1700
19032,peUezSShExQ,10.0,20.0,"/m/01v1d8,/m/03mb9,/m/04rlf",False,False,511109,7689,0.0,1100
19033,peqGE-BKFb4,530.0,540.0,/m/02_41,False,True,0,0,0.0,0
19034,pfJgbvGO2lA,359.0,369.0,"/m/013y1f,/m/03xq_f",False,True,0,0,0.0,0
19035,pfPWhjv_Wb0,270.0,280.0,"/m/0150b9,/m/03w41f",False,False,7722,29,0.0,2
19036,pfsF7y3fBgo,130.0,140.0,"/m/02_41,/m/03m9d0z,/t/dd00092",False,False,22580,26,0.0,11
19037,pgH6NIrbtwo,550.0,560.0,"/m/07prgkl,/m/09x0r",False,False,23310,91,0.0,29
19038,pgHi5d1Kf2c,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/0jbk",False,False,2621983,10800,0.0,345
19039,pgLfSVznfm4,30.0,40.0,"/m/03kmc9,/m/07pp_mv",False,False,236543,965,0.0,209
19040,pgaOSSAA_uE,30.0,40.0,"/m/03qtwd,/m/053hz1,/t/dd00135",False,False,18395,322,0.0,30
19041,pgf7KIrlTYw,70.0,80.0,"/m/02p3nc,/m/04rlf,/m/09x0r",False,False,27687,96,0.0,7
19042,pgld0tzBfzA,30.0,40.0,"/m/03qtwd,/m/04gy_2",False,False,18634,48,0.0,0
19043,pgs3jdFh498,0.0,10.0,/m/07rv4dm,False,True,0,0,0.0,0
19044,pgyLx6eh7wE,30.0,40.0,"/m/01v1d8,/m/04rlf,/m/09x0r",False,False,5506,278,0.0,41
19045,ph-3xRmnuiY,10.0,20.0,/m/07szfh9,False,False,37965,498,0.0,134
19046,phaWZZdk8js,170.0,180.0,"/m/03wwcy,/m/09x0r",False,False,63111,141,0.0,24
19047,phcb_32Cmbo,30.0,40.0,"/m/01b_21,/m/068hy,/m/09x0r,/m/0bt9lr,/m/0dl9sf8,/m/0jbk",False,False,115730,377,0.0,219
19048,pi5IzVbCJhc,30.0,40.0,"/m/06h7j,/m/09x0r,/t/dd00128",False,False,70422,36,0.0,6
19049,piDzQjuf9bY,80.0,90.0,"/m/07hvw1,/m/07yv9,/m/0k4j,/t/dd00128",False,False,8194,7,0.0,2
19050,pixzK9nQK_I,220.0,230.0,"/m/09x0r,/m/0llzx",False,False,94870,364,0.0,0
19051,piyYJ2l_h8Q,30.0,40.0,"/m/04rlf,/t/dd00031",False,False,95986,346,0.0,11
19052,pjGGww7hasI,30.0,40.0,"/m/04rlf,/m/04s8yn,/m/07r5c2p,/m/09x0r",False,False,15871,78,0.0,8
19053,pjIkHY0tlBk,160.0,170.0,"/m/04rlf,/m/07lnk",False,False,298212,1750,0.0,169
19054,pjMItdKZtgc,170.0,180.0,"/m/09x0r,/t/dd00112,/t/dd00125",False,False,102771,2093,0.0,50
19055,pjNGmUkc23c,170.0,180.0,"/m/068hy,/m/07ppn3j,/m/09x0r,/m/0bt9lr,/m/0jbk,/t/dd00125",False,False,5458,7,0.0,0
19056,pjT5RJwJAKg,290.0,300.0,"/m/023pjk,/m/04brg2",False,False,68903,431,0.0,0
19057,pjbNLVQ_Iwk,10.0,20.0,"/m/026z9,/m/04rlf",False,False,11220082,55836,0.0,0
19058,pjibJEFb2H4,60.0,70.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv",False,False,61578,279,0.0,91
19059,pjm2rNsIvps,10.0,20.0,"/m/07rkbfh,/m/09x0r,/t/dd00128",False,False,224649,670,0.0,11
19060,pjs71n72xYM,30.0,40.0,"/m/04rlf,/m/07qz6j3,/t/dd00002",False,False,54493,92,0.0,37
19061,pjunQedPkGY,30.0,40.0,"/m/07qlwh6,/m/09x0r",False,False,15568,48,0.0,6
19062,pk0xBpBk0s0,390.0,400.0,"/m/04rlf,/m/07qnq_y",False,False,380249,866,0.0,52
19063,pkRCVd5yCEM,10.0,20.0,"/m/07p7b8y,/m/0838f,/m/09x0r,/t/dd00125",False,False,85443,172,0.0,43
19064,pkVmxXTEzEo,30.0,40.0,"/m/02bm9n,/m/05zc1,/m/0l7xg,/t/dd00077",False,False,9526,30,0.0,3
19065,pkqxZ9rNX_I,30.0,40.0,"/m/01g90h,/m/09x0r",False,False,31073,147,0.0,0
19066,pkvhVWUd3EI,10.0,20.0,/m/0dl83,False,False,42142,14,0.0,7
19067,pl8_TgI7U-A,30.0,40.0,"/m/013y1f,/m/03gvt",False,False,70174,86,0.0,25
19068,plbakcOhC4k,30.0,40.0,"/m/07qcpgn,/m/09x0r",False,True,0,0,0.0,0
19069,plcVnU8RZL4,30.0,40.0,"/m/09x0r,/t/dd00018",False,False,137761,57,0.0,113
19070,plg4zC8OVjQ,180.0,190.0,"/m/07qn4z3,/t/dd00125",False,False,64848,241,0.0,11
19071,pli4GNSAymM,50.0,60.0,"/m/03r5q_,/m/04rlf,/m/09x0r,/t/dd00126",False,False,446515,2477,0.0,80
19072,pm0dLfGe3kQ,20.0,30.0,"/m/04rlf,/t/dd00037",False,True,0,0,0.0,0
19073,pmPYHx5uLOo,50.0,60.0,"/m/015p6,/m/068hy,/m/07sx8x_,/m/09x0r,/m/0jbk",False,False,3839,9,0.0,4
19074,pn8ZT1F_fyI,10.0,20.0,"/m/04rlf,/m/07qcpgn",False,False,102566,14,0.0,0
19075,pnIxXHhh4l4,120.0,130.0,"/m/081rb,/t/dd00125",False,False,49839,46,0.0,36
19076,pnh_C1w4yGc,250.0,260.0,"/m/01hgjl,/m/04rlf,/m/04szw,/m/09x0r",False,False,304253,523,0.0,0
19077,pnpMGSuHlMg,170.0,180.0,"/m/02l6bg,/m/07yv9,/m/09x0r",False,False,85302,237,0.0,25
19078,po-tnKZAzdg,40.0,50.0,"/m/04_sv,/m/07yv9,/m/09x0r,/t/dd00130",False,False,84067,519,0.0,80
19079,poWIbnS3Qlg,530.0,540.0,"/m/02p01q,/m/07k1x,/m/07pdjhy",False,False,93412,383,0.0,62
19080,poxsF3-HeP0,30.0,40.0,"/m/026z9,/m/04rlf",False,False,1743763,10774,0.0,607
19081,poz8FFcAmNY,0.0,10.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/09x0r",False,False,512259,2545,0.0,97
19082,pp5hFm89fOM,260.0,270.0,"/m/07qw_06,/m/09x0r",False,True,0,0,0.0,0
19083,pp9bmoQU4pA,550.0,560.0,"/m/01m2v,/m/0316dw",False,False,99895,1020,0.0,194
19084,ppAT0f2YCyM,240.0,250.0,"/m/04rlf,/m/0y4f8",False,False,1356716,27238,0.0,1100
19085,ppCtPNVwU7I,20.0,30.0,/m/05zppz,False,False,816808,2621,0.0,457
19086,ppSWMKKGZtM,70.0,80.0,"/m/04rlf,/m/05r6t",False,False,289502,861,0.0,260
19087,pplu2J1bbmk,30.0,40.0,/m/07rqsjt,False,False,29120,57,0.0,37
19088,pppFfqhi05I,380.0,390.0,"/m/03qtwd,/m/04gy_2",False,False,10440,13,0.0,0
19089,ppqjN66tvEw,150.0,160.0,/m/03p19w,False,False,9263,12,0.0,0
19090,pqIT5WDSb90,90.0,100.0,/m/01x3z,False,False,0,0,0.0,0
19091,pqM5KgE0T44,30.0,40.0,/m/07n_g,False,False,13790,95,0.0,8
19092,pr1NVYudVis,40.0,50.0,"/m/04rlf,/m/07pc8lb,/m/09x0r",False,False,56874,122,0.0,7
19093,pr6t5b2zM7Q,60.0,70.0,"/m/01d3sd,/m/07mzm6",False,False,19436,74,0.0,1
19094,prAP_7TjdFo,40.0,50.0,"/m/04rlf,/m/04szw,/m/0l156b",False,False,50720,127,0.0,7
19095,prM0FofFmIY,170.0,180.0,/m/04gxbd,False,False,46370,18,0.0,5
19096,prWt1op73ZI,190.0,200.0,/m/03w41f,False,False,0,0,0.0,0
19097,ps07pteP-7g,40.0,50.0,"/m/0261r1,/m/09x0r,/t/dd00125",False,False,41668,54,0.0,0
19098,psEwlH67wBM,0.0,10.0,"/m/012n7d,/m/03j1ly,/m/03kmc9,/m/04qvtq",False,False,0,0,0.0,0
19099,psLs3lk5s-k,10.0,20.0,/m/02z32qm,False,False,185687,773,0.0,202
19100,psQ_1Vj5UYI,80.0,90.0,"/m/04rlf,/m/07qqyl4,/m/09x0r",False,False,203663,409,0.0,63
19101,pscJEm_CBOg,230.0,240.0,"/m/03cczk,/m/09x0r",False,False,137869,1245,0.0,191
19102,pswqqhgyJ6Q,30.0,40.0,"/m/04rlf,/m/04szw,/m/0cfdd",False,False,278905,1029,0.0,49
19103,psxv_Iwe87M,30.0,40.0,"/m/01m2v,/m/0316dw",False,False,288853,874,0.0,41
19104,ptBuOSntGho,60.0,70.0,"/m/01m2v,/m/09x0r",False,False,215592,163,0.0,90
19105,ptHxsI2bt5g,120.0,130.0,"/m/07qw_06,/m/09x0r,/t/dd00125",False,False,9719,4,0.0,0
19106,ptIHZv3KdJw,0.0,3.0,/m/03wwcy,False,False,97793,84,0.0,3
19107,pte5jvRKwsA,60.0,70.0,"/m/02bxd,/m/04rlf,/m/04szw",False,False,76445,122,0.0,34
19108,pteBmIy99io,17.0,27.0,"/m/03kmc9,/m/0dgbq",False,False,603748,1480,0.0,196
19109,ptyO1vQdcbA,70.0,80.0,/m/0ln16,False,False,1699287,3041,0.0,97
19110,pu0Xo4gjA7c,18.0,28.0,"/m/019jd,/m/03m9d0z,/m/056ks2,/t/dd00092",False,False,14558,7,0.0,2
19111,pu5E7MasK90,30.0,40.0,"/m/0395lw,/m/04rlf,/m/09x0r",False,True,0,0,0.0,0
19112,puAclKsCbes,280.0,290.0,"/m/01lyv,/m/0342h,/m/04rlf,/m/04szw,/m/07brj,/m/0fx80y,/m/0l14_3",False,False,47434,48,0.0,12
19113,puEVs4g6qyk,50.0,60.0,"/m/01qbl,/m/03qtq",False,False,198773,1003,0.0,159
19114,puqPTZbAXi8,30.0,40.0,"/m/04rlf,/m/07q4ntr",False,False,1684850,17350,0.0,529
19115,pusDxENmp9Q,30.0,40.0,"/m/019jd,/m/02rlv9",False,False,136763,21,0.0,18
19116,pv2auTAoOiE,20.0,30.0,"/m/0195fx,/m/01g50p,/m/06d_3,/m/07jdr",False,False,331851,5428,0.0,562
19117,pvBBNEJ7XG8,170.0,180.0,/m/0mbct,False,False,12177,55,0.0,5
19118,pvM9K8h7r1k,70.0,80.0,"/m/03qtwd,/m/053hz1,/t/dd00135",False,False,17486,355,0.0,0
19119,pvmYtgHvw4I,60.0,70.0,"/m/03vt0,/m/09xqv",False,False,199084,1327,0.0,235
19120,pvxx3aokwCU,40.0,50.0,"/m/04rlf,/m/04szw,/m/09x0r,/m/0l14md,/m/0l156b",False,False,19404,10,0.0,2
19121,pw9FSnmLf6A,40.0,50.0,"/m/015lz1,/m/0y4f8,/m/0z9c",False,False,99022,1246,0.0,0
19122,pwBg31jUh9k,50.0,60.0,"/m/03vt0,/m/09xqv",False,False,60540,176,0.0,41
19123,pwX5SArqGKU,260.0,270.0,"/m/026t6,/m/02hnl,/m/02k_mr,/m/03t3fj,/m/06rvn,/m/0bm02,/m/0l14md",False,False,267541,765,0.0,185
19124,px18jN2iUhY,30.0,40.0,/m/07qn4z3,False,False,49551,52,0.0,5
19125,px2Ssct-U1o,10.0,20.0,"/m/01hgjl,/m/02lkt,/m/04rlf,/m/0glt670",False,False,0,0,0.0,0
19126,pxsFJudwJ58,20.0,30.0,/m/01yg9g,False,False,81186,51,0.0,15
19127,pxtB4nrEX8Y,20.0,30.0,/m/0cj0r,False,False,104718,1004,0.0,115
19128,py4sGN9WV0Y,30.0,40.0,/m/02pjr4,False,False,41719,34,0.0,45
19129,py7QltGSJaQ,130.0,140.0,"/m/04rlf,/m/05r6t",False,False,1745983,13978,0.0,272
19130,pyBhc-ygmuw,30.0,40.0,"/m/07st88b,/m/09ld4",False,False,19045,43,0.0,1
19131,pyl_A2a3zSY,260.0,270.0,"/m/04rlf,/m/07p78v5",False,False,0,0,0.0,0
19132,pyowYWwvCFA,30.0,40.0,"/m/07r4k75,/m/09x0r",False,False,0,0,0.0,0
19133,pz8P96myUZk,140.0,150.0,"/m/02mscn,/m/04rlf",False,False,467763,748,0.0,68
19134,pzAZPMEK-tg,210.0,220.0,"/m/0199g,/m/09x0r",False,False,189701,160,0.0,38
19135,pzCL9t5Vb0g,60.0,70.0,/m/0642b4,False,False,14607,50,0.0,13
19136,pzMAY4sZ1IE,20.0,30.0,"/m/016622,/m/0dwsp,/m/0dwtp,/m/0j45pbj",False,False,12301,173,0.0,5
19137,pzVgYnsGx1k,20.0,30.0,"/m/03vt0,/m/09f96,/m/0h2mp",False,True,0,0,0.0,0
19138,pzpg2-jYu6k,50.0,60.0,"/m/0164x2,/m/04rlf",False,False,671308,1811,0.0,101
19139,pzwT0n9BTxU,90.0,100.0,/m/0brhx,False,True,0,0,0.0,0
19140,q-532qrgyUA,10.0,20.0,"/m/07s2xch,/m/09x0r,/m/0ytgt",False,False,201888,35,0.0,0
19141,q-5_Ed1aRSk,90.0,100.0,/m/01lsmm,False,False,117394,939,0.0,35
19142,q-86OQ3HZ4o,30.0,40.0,"/m/02p0sh1,/m/04rlf",False,False,128462,252,0.0,14
19143,q-GuNYSOx3I,30.0,40.0,"/m/030rvx,/m/04rlf,/m/07qb_dv,/m/09x0r",False,False,0,0,0.0,0
19144,q-P6YlGm4uY,30.0,40.0,"/m/032s66,/m/073cg4",False,False,60513,250,0.0,51
19145,q-sJu8CoZts,50.0,60.0,"/m/018j2,/m/01lyv,/m/04rlf,/m/04szw,/m/074ft,/m/0gg8l",False,False,156107,627,0.0,52
19146,q04mLVveHTw,10.0,20.0,/m/01v1d8,False,False,4677992,24601,0.0,1800
19147,q0EnWcn-orc,140.0,150.0,"/m/04k94,/m/07p7b8y",False,False,109825,69,0.0,25
19148,q0IHLkTusZ0,0.0,10.0,"/m/07ppn3j,/m/09x0r",False,False,4483,8,0.0,0
19149,q0RPH_t09hU,170.0,180.0,"/m/07prgkl,/m/09x0r",False,False,22263,491,0.0,40
19150,q0WnISE79mU,90.0,100.0,"/m/01z7dr,/m/04rlf",False,True,0,0,0.0,0
19151,q0_N1VsNtZY,6.0,16.0,"/m/07r660_,/m/09x0r",False,False,105202,827,0.0,29
19152,q0nThEv3VSY,30.0,40.0,"/m/011k_j,/m/04rlf",False,False,136005,364,0.0,56
19153,q1SEXCVrPcc,250.0,260.0,"/m/015p6,/m/06_y0by",False,False,739886,3284,0.0,278
19154,q1y3u6mezio,30.0,40.0,"/m/015lz1,/m/02bk07,/m/04rlf,/m/074ft",False,True,0,0,0.0,0
19155,q1zN1bkngJw,110.0,120.0,"/m/04rlf,/m/07qnq_y",False,False,125060,3709,0.0,294
19156,q2q1MQAuOnE,420.0,430.0,"/g/122z_qxw,/m/09x0r",False,False,110360,355,0.0,81
19157,q2zzPV25WW8,50.0,60.0,"/m/01g50p,/m/04zmvq,/m/06d_3,/m/07jdr",False,False,6887,0,0.0,20
19158,q31kgMmfjTY,190.0,200.0,"/m/0130jx,/m/02jz0l,/m/07p7b8y,/m/09x0r,/t/dd00125",False,True,0,0,0.0,0
19159,q3hxQ_EFZ2A,60.0,70.0,"/m/04rlf,/m/0llzx,/t/dd00125",False,False,186348,649,0.0,25
19160,q3nALRNgkOY,30.0,40.0,"/m/01y3hg,/m/030rvx,/m/0c3f7m",False,False,79664,356,0.0,123
19161,q4acwjJXFco,190.0,200.0,"/m/07ptfmf,/m/0dxrf",False,False,115427,597,0.0,52
19162,q4xwYSHx35Y,370.0,380.0,"/m/07qqyl4,/m/09x0r",False,False,132851,237,0.0,46
19163,q50GQb2LFUs,30.0,40.0,"/m/07pl1bw,/m/083vt",False,False,2258,1,0.0,0
19164,q51xIgewPjg,190.0,200.0,"/m/04rlf,/m/07xzm",False,False,1999036,12488,0.0,860
19165,q5aZFJsTcKs,30.0,40.0,/m/07qjznl,False,False,179327,484,0.0,84
19166,q5v99hPsjs8,30.0,40.0,"/m/015lz1,/m/04rlf,/t/dd00004,/t/dd00125",False,False,190774,927,0.0,121
19167,q6GBCmLxNIk,30.0,40.0,"/m/02qmj0d,/m/05pd6",False,False,22502,38,0.0,0
19168,q6IgSdTK2Pw,0.0,10.0,/m/0g6b5,False,False,78888,157,0.0,177
19169,q6L4PANePHs,400.0,410.0,"/m/03cczk,/m/07pdhp0,/m/09x0r,/t/dd00125",False,False,30265,376,0.0,122
19170,q6UIQq9ntAU,0.0,10.0,"/m/039jq,/m/04rlf,/m/07qs1cx",False,False,7102,9,0.0,1
19171,q70ql6R9P8Y,0.0,4.0,/t/dd00018,False,False,258807,160,0.0,15
19172,q7U8p-m8J3s,30.0,40.0,"/m/02bxd,/m/04rlf",False,False,140982,834,0.0,56
19173,q7sK_xrJz-k,310.0,320.0,"/m/0395lw,/m/04rlf,/m/09x0r",False,False,36612,43,0.0,7
19174,q7zzKHFWGkg,40.0,50.0,"/m/01g50p,/m/04zmvq,/m/06d_3,/m/07jdr,/m/07rwm0c",False,False,18297,87,0.0,26
19175,q838lUfyL-E,30.0,40.0,"/m/06mb1,/m/07r10fb,/t/dd00038",False,False,67255,64,0.0,34
19176,q87TmUmVg0Y,130.0,140.0,"/m/015lz1,/m/04rlf,/m/06rqw,/m/09x0r",False,False,690954,2492,0.0,0
19177,q8BoTGixCYM,10.0,20.0,"/m/07sq110,/t/dd00001",False,False,99870,45,0.0,5
19178,q8IoeMKO0p8,30.0,40.0,"/m/07qdb04,/m/09ddx,/m/09x0r,/m/0jbk",False,False,302350,4501,0.0,506
19179,q8XPuolEZ6Q,70.0,80.0,"/m/01yg9g,/m/02mk9,/m/07k1x,/t/dd00129",False,False,65481,190,0.0,170
19180,q94ievnKU6s,160.0,170.0,"/m/0199g,/m/07yv9,/m/09x0r",False,False,179486,1616,0.0,75
19181,q9Gh-zh-5Ig,250.0,260.0,"/m/0145m,/m/0164x2,/m/0326g,/m/04rlf",False,False,111822,227,0.0,11
19182,qALsnIWJwnM,11.0,21.0,"/m/04rlf,/m/07cx4,/m/07pp8cl,/m/09x0r",False,False,111884,111,0.0,0
19183,qBCT4gojgzs,20.0,30.0,"/m/04rlf,/m/07pt_g0",False,False,6832,35,0.0,1
19184,qBLiT_0wwM4,30.0,40.0,"/m/032s66,/m/04zjc",False,False,294056,722,0.0,216
19185,qBe_D8Gg5lA,30.0,40.0,"/m/0192l,/m/085jw",False,False,33906,99,0.0,9
19186,qCKh62UaMMs,100.0,110.0,"/m/02mk9,/t/dd00065",False,False,44309,68,0.0,11
19187,qCUJ-8AlecY,0.0,10.0,"/m/01sm1g,/m/07rdhzs,/m/0l14md",False,False,6219,81,0.0,3
19188,qCVdVavRUWI,80.0,90.0,"/m/04fgwm,/m/09x0r",False,False,25485,214,0.0,85
19189,qCf6y5SiqMU,30.0,40.0,/m/07ppn3j,False,False,5551,14,0.0,2
19190,qCpWjS0bAwc,30.0,40.0,/m/02cz_7,False,True,0,0,0.0,0
19191,qCpjWKLWUVQ,250.0,260.0,"/m/025rv6n,/m/07qn5dc,/m/07st89h,/m/09b5t",False,False,132363,513,0.0,0
19192,qD78OsJ5R0M,30.0,40.0,"/m/078jl,/m/07rjwbb",False,True,0,0,0.0,0
19193,qDD4wBkjth4,50.0,60.0,/m/05_wcq,False,False,18933,24,0.0,1
19194,qDSvHlHbAqM,60.0,70.0,"/m/04rlf,/t/dd00031",False,False,200303,576,0.0,27
19195,qDXuGb91ld0,50.0,60.0,/m/011k_j,False,False,63708,244,0.0,80
19196,qDc1zsftnAs,50.0,60.0,"/m/07hvw1,/m/09x0r,/t/dd00128",False,False,19662,125,0.0,46
19197,qDjeY72KaSo,30.0,40.0,"/m/01lyv,/m/04rlf",False,False,1056682,15309,0.0,920
19198,qDvjPPKHZlI,0.0,10.0,"/m/06mb1,/m/0jb2l,/m/0ngt1,/t/dd00038",False,False,593505,8200,0.0,488
19199,qEv7NBFezUA,20.0,30.0,"/m/01hsr_,/m/07mzm6",False,False,5097,36,0.0,0
19200,qF5ihqYTQQk,80.0,90.0,"/m/02p0sh1,/m/04rlf,/m/04szw,/m/0mkg",False,True,0,0,0.0,0
19201,qF90ezvPe14,30.0,40.0,"/m/02zsn,/m/09x0r",False,False,35516,424,0.0,33
19202,qFLpE-LSvK8,430.0,440.0,/t/dd00065,False,False,12108,8,0.0,1
19203,qFNu433sBvc,40.0,50.0,/m/02bk07,False,False,265548,748,0.0,45
19204,qFOv3ahBCD0,10.0,20.0,"/m/018w8,/m/07rjzl8,/m/09x0r",False,False,38613,55,0.0,20
19205,qFQWmsOobNY,0.0,10.0,"/m/01xq0k1,/m/0239kh,/m/07rpkh9,/m/0ch8v",False,False,18704,173,0.0,6
19206,qFTMEVccUMg,450.0,460.0,/m/0395lw,False,False,107787,189,0.0,19
19207,qFeiy6JDSow,0.0,10.0,/m/025wky1,False,False,31592,71,0.0,4
19208,qFo_gRhW6dQ,0.0,10.0,"/m/04rlf,/t/dd00034",False,False,277783,851,0.0,40
19209,qFrvkOOR2HQ,27.0,37.0,"/m/02p0sh1,/m/04rlf",False,False,87105,124,0.0,60
19210,qG7Qv8b5JFA,160.0,170.0,"/m/04rlf,/m/0g293",False,True,0,0,0.0,0
19211,qG838pozAQA,20.0,30.0,"/m/01b82r,/m/07k1x,/m/07pdjhy,/m/083vt,/m/0_ksk",False,False,105720,114,0.0,11
19212,qGA5zexuFY0,160.0,170.0,"/m/09x0r,/m/0dv3j,/t/dd00128",False,False,47191,142,0.0,32
19213,qGEYSFq8VY4,290.0,300.0,"/m/015p6,/m/09ddx,/m/0dbvp",False,False,114546,55,0.0,8
19214,qGyGTzix_Nk,20.0,30.0,"/m/04rlf,/m/068zj,/m/09x0r,/m/0jbk,/t/dd00129",False,False,1936655,2786,0.0,81
19215,qHHypS-K4ns,40.0,50.0,/m/0642b4,False,False,4228,19,0.0,6
19216,qHRRWdWvjxI,30.0,40.0,/m/05pd6,False,False,21942,56,0.0,2
19217,qHcGinQK4ZI,210.0,220.0,/m/0j6m2,False,False,20927,52,0.0,9
